@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute thumb numeric
@attribute index numeric
@attribute middle numeric
@attribute ring numeric
@attribute pinky numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
531,'2020/05/08 16:20:08:588',1,56.46777,87.130554,89.959244,84.424736,70.321449,1,0
532,'2020/05/08 16:20:08:601',1,56.443157,87.132103,90.336319,84.459778,70.534714,1,0
533,'2020/05/08 16:20:08:617',1,56.421986,87.133621,90.507164,84.612633,70.700783,1,0
534,'2020/05/08 16:20:08:633',1,56.408527,87.134354,90.588783,84.665382,70.865532,1,0
535,'2020/05/08 16:20:08:649',1,56.386723,87.135834,90.777222,84.97187,71.173203,1,0
536,'2020/05/08 16:20:08:665',1,56.361355,87.13726,91.083733,85.3564,71.448753,1,0
537,'2020/05/08 16:20:08:681',1,56.340912,87.138672,91.224068,85.486702,71.566521,1,0
538,'2020/05/08 16:20:08:697',1,56.332409,87.139359,91.24498,85.418503,71.57618,1,0
539,'2020/05/08 16:20:08:717',1,56.294472,87.141396,91.138062,85.320137,71.590088,1,0
540,'2020/05/08 16:20:08:733',1,56.279453,87.142067,91.059456,85.393883,71.587898,1,0
541,'2020/05/08 16:20:08:749',1,56.259758,87.143356,91.020874,85.389542,71.58567,1,0
542,'2020/05/08 16:20:08:769',1,56.235832,87.144661,91.097977,85.230759,71.587357,1,0
543,'2020/05/08 16:20:08:781',1,56.214977,87.145905,91.038116,84.998749,71.5867,1,0
544,'2020/05/08 16:20:08:801',1,56.199673,87.147141,90.970978,84.869202,71.582314,1,0
545,'2020/05/08 16:20:08:817',1,56.185013,87.148346,90.859253,84.615021,71.535316,1,0
546,'2020/05/08 16:20:08:833',1,56.186954,87.148964,90.683418,84.440765,71.499626,1,0
547,'2020/05/08 16:20:08:849',1,56.185963,87.150146,90.373184,84.242683,71.318138,1,0
548,'2020/05/08 16:20:08:865',1,56.186001,87.151306,90.332108,84.118614,71.155235,1,0
549,'2020/05/08 16:20:08:881',1,56.202171,87.152443,90.315613,83.529472,71.063942,1,0
550,'2020/05/08 16:20:08:897',1,56.205246,87.152992,90.285439,83.343735,71.051109,1,0
551,'2020/05/08 16:20:08:918',1,56.237072,87.154655,90.053871,83.207588,70.780479,1,0
552,'2020/05/08 16:20:08:940',1,56.275757,87.155724,89.926033,83.273705,70.623901,1,0
553,'2020/05/08 16:20:08:949',1,56.294258,87.156258,89.892998,83.295433,70.545799,1,0
554,'2020/05/08 16:20:08:965',1,56.336266,87.157303,89.873863,83.288002,70.38176,1,0
555,'2020/05/08 16:20:08:981',1,56.375156,87.15834,89.828598,83.225037,70.358505,1,0
556,'2020/05/08 16:20:09:004',1,56.438869,87.159363,89.737221,83.221756,70.235947,1,0
557,'2020/05/08 16:20:09:017',1,56.5755,87.160355,89.656227,83.181488,70.184921,1,0
558,'2020/05/08 16:20:09:033',1,56.637978,87.161331,89.42038,83.248024,70.112854,1,0
559,'2020/05/08 16:20:09:049',1,56.658642,87.161819,89.407013,83.258301,70.107651,1,0
560,'2020/05/08 16:20:09:065',1,56.706654,87.162773,89.422432,83.245064,70.096725,1,0
561,'2020/05/08 16:20:09:081',1,56.751968,87.163742,89.417023,83.331932,70.086525,1,0
562,'2020/05/08 16:20:09:101',1,56.788849,87.164658,89.522438,83.319145,70.095749,1,0
563,'2020/05/08 16:20:09:117',1,56.837193,87.165573,89.587463,83.301384,70.10305,1,0
564,'2020/05/08 16:20:09:133',1,56.913288,87.166473,89.59005,83.397346,70.112099,1,0
565,'2020/05/08 16:20:09:149',1,56.944485,87.166924,89.604446,83.483093,70.125343,1,0
566,'2020/05/08 16:20:09:165',1,57.015125,87.167801,89.716034,83.739258,70.153732,1,0
567,'2020/05/08 16:20:09:181',1,57.103016,87.168663,89.989723,84.014015,70.213554,1,0
568,'2020/05/08 16:20:09:201',1,57.20451,87.169518,90.039444,84.137543,70.368172,1,0
569,'2020/05/08 16:20:09:219',1,57.393166,87.170357,90.17334,84.264526,70.460472,1,0
570,'2020/05/08 16:20:09:233',1,57.546158,87.171173,90.56649,84.497406,70.587204,1,0
571,'2020/05/08 16:20:09:249',1,57.601006,87.171585,90.946075,84.522385,70.694633,1,0
572,'2020/05/08 16:20:09:265',1,57.753113,87.172401,91.468094,84.712151,71.054619,1,0
573,'2020/05/08 16:20:09:282',1,57.91391,87.173195,91.82122,84.83065,71.379662,1,0
574,'2020/05/08 16:20:09:302',1,58.108604,87.173988,91.995384,85.062042,71.672707,1,0
575,'2020/05/08 16:20:09:317',1,58.373562,87.174767,92.019524,85.326996,71.977715,1,0
576,'2020/05/08 16:20:09:334',1,58.638958,87.175529,92.04052,85.740425,72.257164,1,0
577,'2020/05/08 16:20:09:350',1,58.908047,87.176285,92.090256,86.366714,72.656158,1,0
578,'2020/05/08 16:20:09:366',1,59.059898,87.176659,92.129951,86.712326,72.864983,1,0
579,'2020/05/08 16:20:09:382',1,59.365078,87.177399,92.233459,86.998871,73.254822,1,0
580,'2020/05/08 16:20:09:402',1,59.573677,87.178116,92.454231,87.236145,73.507607,1,0
581,'2020/05/08 16:20:09:417',1,59.739689,87.178833,92.731964,87.291969,73.695755,1,0
582,'2020/05/08 16:20:09:433',1,59.80611,87.179207,92.84906,87.484657,73.779884,1,0
583,'2020/05/08 16:20:09:454',1,59.877262,87.179726,92.906586,87.790054,74.051102,1,0
584,'2020/05/08 16:20:09:465',1,59.903381,87.179901,92.936928,87.922424,74.117622,1,0
585,'2020/05/08 16:20:09:485',1,59.973007,87.180595,93.169113,88.505829,74.352745,1,0
586,'2020/05/08 16:20:09:501',1,59.972321,87.18129,93.771004,88.571396,74.670982,1,0
587,'2020/05/08 16:20:09:518',1,59.9268,87.181961,94.155563,88.968079,74.861702,1,0
588,'2020/05/08 16:20:09:533',1,59.852249,87.182625,94.469719,89.409706,75.071091,1,0
589,'2020/05/08 16:20:09:549',1,59.825012,87.182968,94.67794,89.485527,75.260536,1,0
590,'2020/05/08 16:20:09:565',1,59.809425,87.183304,94.953125,89.618378,75.453964,1,0
591,'2020/05/08 16:20:09:581',1,59.786053,87.183945,95.350571,90.073761,75.834557,1,0
592,'2020/05/08 16:20:09:601',1,59.766739,87.184593,95.738403,90.562492,76.10849,1,0
593,'2020/05/08 16:20:09:619',1,59.733253,87.185234,96.119934,91.106049,76.478607,1,0
594,'2020/05/08 16:20:09:633',1,59.696236,87.18586,96.608826,91.757706,76.72506,1,0
595,'2020/05/08 16:20:09:649',1,59.680981,87.186462,97.112427,92.273163,77.058731,1,0
596,'2020/05/08 16:20:09:665',1,59.67078,87.186775,97.299385,92.407974,77.213379,1,0
597,'2020/05/08 16:20:09:689',1,59.665005,87.187683,97.823158,92.812431,77.613899,1,0
598,'2020/05/08 16:20:09:701',1,59.662197,87.187988,97.936104,92.893616,77.727699,1,0
599,'2020/05/08 16:20:09:718',1,59.652084,87.188576,98.226006,92.990761,77.899513,1,0
600,'2020/05/08 16:20:09:733',1,59.631603,87.189171,98.465553,93.027351,78.079689,1,0
601,'2020/05/08 16:20:09:749',1,59.589821,87.189758,98.602806,93.013206,78.192589,1,0
602,'2020/05/08 16:20:09:765',1,59.571011,87.190025,98.681213,92.998024,78.20768,1,0
603,'2020/05/08 16:20:09:788',1,59.490471,87.190887,98.817039,92.889549,78.232979,1,0
604,'2020/05/08 16:20:09:801',1,59.417068,87.191162,98.841743,92.806412,78.238655,1,0
605,'2020/05/08 16:20:09:817',1,59.296722,87.191727,98.921883,92.859894,78.244606,1,0
606,'2020/05/08 16:20:09:833',1,59.215107,87.192284,99.096916,92.884964,78.253067,1,0
607,'2020/05/08 16:20:09:854',1,58.83609,87.192825,99.431953,92.696899,78.278786,1,0
608,'2020/05/08 16:20:09:865',1,58.47142,87.193367,99.502586,92.702805,78.282051,1,0
609,'2020/05/08 16:20:09:882',1,58.337582,87.193642,99.508514,92.711914,78.288635,1,0
610,'2020/05/08 16:20:09:902',1,58.146885,87.194153,99.51915,92.778122,78.301361,1,0
611,'2020/05/08 16:20:09:917',1,57.997128,87.194687,99.531219,93.133743,78.309525,1,0
612,'2020/05/08 16:20:09:933',1,57.778439,87.19519,99.544029,93.328087,78.3209,1,0
613,'2020/05/08 16:20:09:949',1,57.664513,87.195717,99.548409,93.497223,78.335793,1,0
614,'2020/05/08 16:20:09:965',1,57.553272,87.19622,99.5578,93.593811,78.376259,1,0
615,'2020/05/08 16:20:09:981',1,57.485508,87.196472,99.564133,93.632851,78.398293,1,0
616,'2020/05/08 16:20:10:001',1,57.2047,87.19722,99.730774,93.271637,78.527649,1,0
617,'2020/05/08 16:20:10:023',1,57.041107,87.197708,99.846161,92.747612,78.609123,1,0
618,'2020/05/08 16:20:10:034',1,56.977379,87.19796,99.850388,92.608582,78.610428,1,0
619,'2020/05/08 16:20:10:049',1,56.898125,87.198425,99.75798,92.571877,78.606071,1,0
620,'2020/05/08 16:20:10:065',1,56.869801,87.198914,99.25135,92.659058,78.56044,1,0
621,'2020/05/08 16:20:10:081',1,56.858097,87.19915,98.929413,92.762863,78.523285,1,0
622,'2020/05/08 16:20:10:101',1,56.838051,87.199852,98.769592,92.939499,78.446449,1,0
623,'2020/05/08 16:20:10:117',1,56.831905,87.200081,98.700089,92.975464,78.39724,1,0
624,'2020/05/08 16:20:10:133',1,56.788368,87.200539,98.579063,93.031082,78.285568,1,0
625,'2020/05/08 16:20:10:149',1,56.765762,87.200996,98.320221,93.072716,78.075035,1,0
626,'2020/05/08 16:20:10:165',1,56.7435,87.201462,97.417427,93.044312,77.866928,1,0
627,'2020/05/08 16:20:10:181',1,56.716454,87.201904,96.104897,93.021347,77.735641,1,0
628,'2020/05/08 16:20:10:202',1,56.686161,87.202347,95.800697,93.00322,77.605591,1,0
629,'2020/05/08 16:20:10:217',1,56.636055,87.202782,95.647064,90.126465,77.480179,1,0
630,'2020/05/08 16:20:10:233',1,56.626987,87.202995,95.632629,89.652527,77.430161,1,0
631,'2020/05/08 16:20:10:249',1,56.595951,87.203438,95.626808,89.268593,77.343811,1,0
632,'2020/05/08 16:20:10:265',1,56.573765,87.203865,95.609901,89.103462,77.256371,1,0
633,'2020/05/08 16:20:10:281',1,56.57703,87.204285,95.601067,89.00074,77.198746,1,0
634,'2020/05/08 16:20:10:305',1,56.648804,87.204697,95.414383,88.927422,77.154396,1,0
635,'2020/05/08 16:20:10:317',1,56.697418,87.205116,95.368721,88.176865,76.978355,1,0
636,'2020/05/08 16:20:10:334',1,56.739868,87.20533,95.412827,87.950867,76.910706,1,0
637,'2020/05/08 16:20:10:349',1,56.819252,87.205734,95.549667,87.811523,76.742889,1,0
638,'2020/05/08 16:20:10:369',1,56.935398,87.206146,95.542801,88.304298,76.484573,1,0
639,'2020/05/08 16:20:10:381',1,57.049274,87.206535,95.574928,89.004097,76.445808,1,0
640,'2020/05/08 16:20:10:401',1,57.137051,87.20694,95.740761,89.661507,76.472527,1,0
641,'2020/05/08 16:20:10:417',1,57.209538,87.207329,96.155312,90.211037,76.569099,1,0
642,'2020/05/08 16:20:10:433',1,57.258831,87.207527,96.305725,90.586159,76.639015,1,0
643,'2020/05/08 16:20:10:449',1,57.350243,87.207924,96.807602,91.206184,76.847504,1,0
644,'2020/05/08 16:20:10:472',1,57.486835,87.208488,97.754837,91.781059,77.384453,1,0
645,'2020/05/08 16:20:10:481',1,57.520523,87.208694,98.057343,91.93338,77.532318,1,0
646,'2020/05/08 16:20:10:501',1,57.584534,87.209076,98.133057,92.156631,77.922539,1,0
647,'2020/05/08 16:20:10:517',1,57.671265,87.20945,98.16626,92.678001,78.201958,1,0
648,'2020/05/08 16:20:10:537',1,57.803036,87.209816,98.412643,93.014572,78.52021,1,0
649,'2020/05/08 16:20:10:549',1,57.899345,87.210007,98.493195,93.235321,78.65786,1,0
650,'2020/05/08 16:20:10:565',1,58.117043,87.210365,98.59639,93.394409,78.902809,1,0
651,'2020/05/08 16:20:10:581',1,58.360069,87.210739,98.661797,93.548111,79.079063,1,0
652,'2020/05/08 16:20:10:601',1,58.360069,87.210739,98.661797,93.548111,79.079063,1,0
653,'2020/05/08 16:20:10:617',1,58.629082,87.211098,98.754852,93.741707,79.238235,1,0
654,'2020/05/08 16:20:10:634',1,58.719997,87.211266,98.796165,93.790985,79.273598,1,0
655,'2020/05/08 16:20:10:649',1,58.904686,87.211624,98.856216,93.901726,79.360359,1,0
656,'2020/05/08 16:20:10:665',1,59.107819,87.211983,98.968536,93.994102,79.446312,1,0
657,'2020/05/08 16:20:10:686',1,59.310963,87.212326,99.016609,94.080101,79.514259,1,0
658,'2020/05/08 16:20:10:702',1,59.445282,87.212669,99.044548,94.179276,79.590416,1,0
659,'2020/05/08 16:20:10:717',1,59.528427,87.212906,99.103104,94.261986,79.642593,1,0
660,'2020/05/08 16:20:10:733',1,59.638088,87.213196,99.209862,94.378105,79.697456,1,0
661,'2020/05/08 16:20:10:749',1,59.630985,87.213356,99.665733,94.370941,79.789833,1,0
662,'2020/05/08 16:20:10:765',1,59.16143,87.213699,100.273651,94.02655,79.911629,1,0
663,'2020/05/08 16:20:10:782',1,58.770893,87.214043,100.4701,93.612762,79.93544,1,0
664,'2020/05/08 16:20:10:801',1,58.504402,87.214371,100.522476,93.235275,79.937492,1,0
665,'2020/05/08 16:20:10:817',1,58.35006,87.214691,100.547043,93.063225,79.923271,1,0
666,'2020/05/08 16:20:10:833',1,58.187656,87.215012,100.572021,92.695877,79.774414,1,0
667,'2020/05/08 16:20:10:849',1,58.114681,87.215195,100.565041,92.533928,79.667732,1,0
668,'2020/05/08 16:20:10:865',1,58.019836,87.2155,100.50386,92.16687,79.409843,1,0
669,'2020/05/08 16:20:10:886',1,57.93523,87.215828,100.40715,91.93837,79.183914,1,0
670,'2020/05/08 16:20:10:901',1,57.878403,87.216148,100.270103,91.659027,78.953056,1,0
671,'2020/05/08 16:20:10:917',1,57.847309,87.216461,100.022583,91.263191,78.731941,1,0
672,'2020/05/08 16:20:10:933',1,57.830132,87.216774,99.811043,90.845001,78.569237,1,0
673,'2020/05/08 16:20:10:949',1,57.829117,87.216927,99.779243,90.684807,78.510872,1,0
674,'2020/05/08 16:20:10:965',1,57.837868,87.217239,99.712059,90.362144,78.368401,1,0
675,'2020/05/08 16:20:10:986',1,57.851463,87.217545,99.590569,90.108902,78.253922,1,0
676,'2020/05/08 16:20:11:001',1,57.856743,87.217857,99.378601,89.897545,78.121857,1,0
677,'2020/05/08 16:20:11:018',1,57.860397,87.218155,99.15921,89.630867,77.998428,1,0
678,'2020/05/08 16:20:11:033',1,57.855225,87.218452,98.986038,89.512001,77.812782,1,0
679,'2020/05/08 16:20:11:049',1,57.857998,87.21875,98.798119,89.412544,77.62529,1,0
680,'2020/05/08 16:20:11:065',1,57.870819,87.218895,98.677505,89.390579,77.538391,1,0
681,'2020/05/08 16:20:11:081',1,57.919968,87.219193,98.573334,89.348801,77.419106,1,0
682,'2020/05/08 16:20:11:101',1,57.917995,87.219475,98.498482,89.312164,77.298836,1,0
683,'2020/05/08 16:20:11:117',1,57.905922,87.219772,98.341263,89.217186,77.170769,1,0
684,'2020/05/08 16:20:11:134',1,57.864525,87.220062,97.960175,88.840714,77.034508,1,0
685,'2020/05/08 16:20:11:152',1,57.841221,87.220337,97.539604,88.56031,76.894501,1,0
686,'2020/05/08 16:20:11:165',1,57.836452,87.22049,97.365334,88.468246,76.814568,1,0
687,'2020/05/08 16:20:11:181',1,57.836407,87.220772,96.810516,87.942474,76.661247,1,0
688,'2020/05/08 16:20:11:201',1,57.822838,87.221046,96.37825,87.663818,76.536598,1,0
689,'2020/05/08 16:20:11:218',1,57.802151,87.221321,95.476341,87.498695,76.45578,1,0
690,'2020/05/08 16:20:11:233',1,57.788994,87.221611,94.815613,87.386856,76.35363,1,0
691,'2020/05/08 16:20:11:249',1,57.776443,87.221878,94.435432,87.336937,76.228844,1,0
692,'2020/05/08 16:20:11:265',1,57.769035,87.222008,94.19651,87.330734,76.16909,1,0
693,'2020/05/08 16:20:11:281',1,57.750675,87.222282,93.886353,87.320183,76.048462,1,0
694,'2020/05/08 16:20:11:301',1,57.737804,87.222549,93.635155,87.307213,75.945465,1,0
695,'2020/05/08 16:20:11:319',1,57.736771,87.222816,93.450867,87.232552,75.8125,1,0
696,'2020/05/08 16:20:11:333',1,57.98167,87.223083,93.322319,87.144989,75.656197,1,0
697,'2020/05/08 16:20:11:349',1,58.188477,87.223343,93.2155,87.080261,75.548714,1,0
698,'2020/05/08 16:20:11:365',1,58.256218,87.223473,93.196365,87.053688,75.506882,1,0
699,'2020/05/08 16:20:11:389',1,58.464691,87.223869,93.166176,87.01619,75.393509,1,0
700,'2020/05/08 16:20:11:402',1,58.587852,87.224113,93.158958,86.983452,75.342186,1,0
701,'2020/05/08 16:20:11:417',1,58.635544,87.224243,93.1325,86.96299,75.31218,1,0
702,'2020/05/08 16:20:11:433',1,58.715691,87.22451,93.08139,87.214005,75.286819,1,0
703,'2020/05/08 16:20:11:449',1,58.78738,87.224762,93.138016,87.684593,75.297722,1,0
704,'2020/05/08 16:20:11:465',1,58.810982,87.225014,93.307755,88.054482,75.340034,1,0
705,'2020/05/08 16:20:11:482',1,58.818951,87.225136,93.415649,88.230774,75.368324,1,0
706,'2020/05/08 16:20:11:501',1,58.835945,87.22551,93.546539,88.72345,75.534462,1,0
707,'2020/05/08 16:20:11:517',1,58.840031,87.225616,93.616272,88.897903,75.593918,1,0
708,'2020/05/08 16:20:11:533',1,58.851776,87.225876,93.688293,89.243515,75.661095,1,0
709,'2020/05/08 16:20:11:554',1,58.865166,87.226112,93.68853,89.44558,75.737312,1,0
710,'2020/05/08 16:20:11:565',1,58.868023,87.226357,93.696404,89.554771,75.801933,1,0
711,'2020/05/08 16:20:11:581',1,58.872696,87.226471,93.691902,89.581017,75.823196,1,0
712,'2020/05/08 16:20:11:601',1,58.95216,87.226837,93.669914,89.656754,75.855385,1,0
713,'2020/05/08 16:20:11:617',1,58.970844,87.226959,93.668167,89.683067,75.864754,1,0
714,'2020/05/08 16:20:11:633',1,59.025864,87.227188,93.658722,89.71772,75.880867,1,0
715,'2020/05/08 16:20:11:649',1,59.095287,87.227425,93.652748,89.758804,75.891151,1,0
716,'2020/05/08 16:20:11:665',1,59.174896,87.227646,93.656082,89.798668,75.906784,1,0
717,'2020/05/08 16:20:11:681',1,59.222683,87.227776,93.678078,89.816681,75.914001,1,0
718,'2020/05/08 16:20:11:701',1,59.42244,87.228119,93.735893,89.896263,75.937416,1,0
719,'2020/05/08 16:20:11:717',1,59.503632,87.228233,93.76059,89.916161,75.946236,1,0
720,'2020/05/08 16:20:11:733',1,59.574249,87.228348,93.783173,89.930511,75.951981,1,0
721,'2020/05/08 16:20:11:749',1,59.737476,87.228584,93.870216,89.994087,75.965775,1,0
722,'2020/05/08 16:20:11:765',1,59.737476,87.228584,93.870216,89.994087,75.965775,1,0
723,'2020/05/08 16:20:11:781',1,59.84314,87.228729,94.888466,90.022903,75.998734,1,0
724,'2020/05/08 16:20:11:801',1,59.915047,87.228912,95.740578,90.111565,76.009117,1,0
725,'2020/05/08 16:20:11:817',1,59.983593,87.229134,96.140594,90.24852,76.063942,1,0
726,'2020/05/08 16:20:11:833',1,60.014553,87.229248,96.237465,90.342598,76.131371,1,0
727,'2020/05/08 16:20:11:849',1,60.041779,87.229477,96.485558,90.426537,76.260635,1,0
728,'2020/05/08 16:20:11:865',1,60.069443,87.229683,96.75988,90.571693,76.366196,1,0
729,'2020/05/08 16:20:11:885',1,60.099586,87.229904,96.919937,90.833122,76.467529,1,0
730,'2020/05/08 16:20:11:901',1,60.135559,87.230118,97.231941,91.016281,76.570145,1,0
731,'2020/05/08 16:20:11:917',1,60.173847,87.230339,97.644119,91.133972,76.642502,1,0
732,'2020/05/08 16:20:11:934',1,60.188309,87.230438,97.70443,91.162346,76.671684,1,0
733,'2020/05/08 16:20:11:949',1,60.223324,87.230652,98.010223,91.175049,76.688591,1,0
734,'2020/05/08 16:20:11:965',1,60.249077,87.230873,98.400597,91.187561,76.699692,1,0
735,'2020/05/08 16:20:11:981',1,60.260303,87.231071,98.646812,91.213684,76.706177,1,0
736,'2020/05/08 16:20:12:001',1,60.27235,87.231293,98.726738,91.26107,76.710609,1,0
737,'2020/05/08 16:20:12:017',1,60.290962,87.231506,98.77198,91.41481,76.719131,1,0
738,'2020/05/08 16:20:12:033',1,60.288124,87.231606,98.805557,91.546234,76.725967,1,0
739,'2020/05/08 16:20:12:049',1,60.278831,87.231796,98.93354,91.66301,76.746078,1,0
740,'2020/05/08 16:20:12:065',1,60.250004,87.232018,99.106865,91.78215,76.768501,1,0
741,'2020/05/08 16:20:12:081',1,60.205299,87.232201,99.265083,91.925652,76.804131,1,0
742,'2020/05/08 16:20:12:101',1,60.154404,87.23243,99.477036,92.095154,76.841301,1,0
743,'2020/05/08 16:20:12:117',1,60.079582,87.23262,99.731247,92.194954,76.907806,1,0
744,'2020/05/08 16:20:12:134',1,60.041599,87.232727,99.833618,92.235001,76.934555,1,0
745,'2020/05/08 16:20:12:149',1,59.971508,87.232925,99.929214,92.264412,76.988228,1,0
746,'2020/05/08 16:20:12:169',1,59.887115,87.233116,99.968826,92.331932,77.042511,1,0
747,'2020/05/08 16:20:12:182',1,59.819168,87.233322,100.017403,92.270386,77.107407,1,0
748,'2020/05/08 16:20:12:201',1,59.751705,87.233513,100.020775,92.326599,77.167076,1,0
749,'2020/05/08 16:20:12:217',1,59.738319,87.233704,100.012024,92.217773,77.237404,1,0
750,'2020/05/08 16:20:12:233',1,59.746834,87.233894,99.905067,91.918999,77.285492,1,0
751,'2020/05/08 16:20:12:249',1,59.806183,87.234001,99.90226,91.785904,77.299507,1,0
752,'2020/05/08 16:20:12:265',1,59.892857,87.234184,99.854233,91.191658,77.321594,1,0
753,'2020/05/08 16:20:12:281',1,59.98457,87.234375,99.626129,91.19809,77.341965,1,0
754,'2020/05/08 16:20:12:302',1,60.074097,87.234566,99.316757,91.138535,77.333054,1,0
755,'2020/05/08 16:20:12:317',1,60.207947,87.234749,99.271683,91.030647,77.324356,1,0
756,'2020/05/08 16:20:12:334',1,60.389778,87.23494,99.265533,90.393982,77.308701,1,0
757,'2020/05/08 16:20:12:349',1,60.464272,87.235039,99.227066,89.984833,77.299553,1,0
758,'2020/05/08 16:20:12:365',1,60.5336,87.235222,98.804596,89.5718,77.199379,1,0
759,'2020/05/08 16:20:12:381',1,60.754791,87.235397,98.232094,89.381401,77.125549,1,0
760,'2020/05/08 16:20:12:401',1,60.976624,87.235588,98.03096,89.262367,77.05925,1,0
761,'2020/05/08 16:20:12:417',1,61.227551,87.235771,97.866798,88.972748,76.980461,1,0
762,'2020/05/08 16:20:12:433',1,61.488182,87.235954,97.658371,88.511452,76.928459,1,0
763,'2020/05/08 16:20:12:449',1,61.595547,87.236046,97.510506,88.29171,76.887497,1,0
764,'2020/05/08 16:20:12:465',1,61.816982,87.236221,97.077629,88.043167,76.817818,1,0
765,'2020/05/08 16:20:12:481',1,61.997494,87.236404,96.723,87.811989,76.708275,1,0
766,'2020/05/08 16:20:12:501',1,62.117886,87.23658,96.148148,87.736732,76.583145,1,0
767,'2020/05/08 16:20:12:517',1,62.167946,87.236755,95.792114,87.677071,76.42543,1,0
768,'2020/05/08 16:20:12:533',1,62.202698,87.236938,95.567436,87.628105,76.282745,1,0
769,'2020/05/08 16:20:12:549',1,62.230656,87.237022,95.497215,87.458214,76.238495,1,0
770,'2020/05/08 16:20:12:569',1,62.317261,87.237282,95.313385,87.005997,76.071396,1,0
771,'2020/05/08 16:20:12:581',1,62.350414,87.237373,95.215675,86.857445,76.014366,1,0
772,'2020/05/08 16:20:12:601',1,62.405109,87.237549,94.955894,86.694679,75.88559,1,0
773,'2020/05/08 16:20:12:617',1,62.467487,87.237709,94.599876,86.504089,75.782745,1,0
774,'2020/05/08 16:20:12:633',1,62.521919,87.237885,94.19809,86.230278,75.669609,1,0
775,'2020/05/08 16:20:12:649',1,62.541019,87.237968,93.952667,86.099731,75.604362,1,0
776,'2020/05/08 16:20:12:670',1,62.658199,87.238228,93.148689,85.753746,75.355576,1,0
777,'2020/05/08 16:20:12:681',1,62.685528,87.238304,93.093658,85.653038,75.264862,1,0
778,'2020/05/08 16:20:12:701',1,62.709621,87.238472,93.085968,85.511726,75.153511,1,0
779,'2020/05/08 16:20:12:717',1,62.708023,87.23864,93.081032,85.41761,75.087341,1,0
780,'2020/05/08 16:20:12:741',1,62.645222,87.238892,93.071693,85.30954,75.046799,1,0
781,'2020/05/08 16:20:12:749',1,62.606522,87.238968,92.997948,85.283112,75.032013,1,0
782,'2020/05/08 16:20:12:765',1,62.569271,87.239052,92.931099,85.303772,75.017212,1,0
783,'2020/05/08 16:20:12:781',1,62.460033,87.23922,92.71151,85.38887,74.976875,1,0
784,'2020/05/08 16:20:12:801',1,62.398201,87.23938,92.621552,85.439857,74.935623,1,0
785,'2020/05/08 16:20:12:817',1,62.301701,87.239548,92.509674,85.524979,74.89653,1,0
786,'2020/05/08 16:20:12:833',1,62.221058,87.239647,92.420425,85.623322,74.870422,1,0
787,'2020/05/08 16:20:12:849',1,62.128349,87.239784,92.374573,86.189713,74.847992,1,0
788,'2020/05/08 16:20:12:865',1,62.075848,87.239853,92.364563,86.614281,74.840088,1,0
789,'2020/05/08 16:20:12:881',1,61.962177,87.240028,92.329109,87.286072,74.835846,1,0
790,'2020/05/08 16:20:12:906',1,61.84621,87.24025,92.461746,87.84272,74.87545,1,0
791,'2020/05/08 16:20:12:917',1,61.817364,87.240341,92.789009,87.930222,74.888428,1,0
792,'2020/05/08 16:20:12:933',1,61.817364,87.240341,92.789009,87.930222,74.888428,1,0
793,'2020/05/08 16:20:12:949',1,61.767242,87.240494,92.885117,88.066475,74.945129,1,0
794,'2020/05/08 16:20:12:965',1,61.736347,87.240646,92.924797,88.154167,75.00605,1,0
795,'2020/05/08 16:20:12:981',1,61.716911,87.24073,92.954254,88.25222,75.020378,1,0
796,'2020/05/08 16:20:13:001',1,61.644867,87.240959,93.086891,88.527168,75.107765,1,0
797,'2020/05/08 16:20:13:017',1,61.617275,87.241035,93.113861,88.622208,75.132858,1,0
798,'2020/05/08 16:20:13:033',1,61.564945,87.24118,93.184387,88.791847,75.166946,1,0
799,'2020/05/08 16:20:13:049',1,61.509083,87.241341,93.266319,88.852417,75.207581,1,0
800,'2020/05/08 16:20:13:065',1,61.439266,87.241493,93.706215,88.935471,75.256355,1,0
801,'2020/05/08 16:20:13:081',1,61.410767,87.241562,94.197029,88.971527,75.268059,1,0
802,'2020/05/08 16:20:13:102',1,61.323624,87.241798,95.347755,89.011856,75.258026,1,0
803,'2020/05/08 16:20:13:117',1,61.296658,87.241867,95.643127,89.015289,75.252052,1,0
804,'2020/05/08 16:20:13:133',1,61.242378,87.24202,96.225189,89.031174,75.240936,1,0
805,'2020/05/08 16:20:13:149',1,61.204746,87.242172,96.379097,89.17305,75.260757,1,0
806,'2020/05/08 16:20:13:169',1,61.16449,87.24231,96.63485,89.180611,75.270874,1,0
807,'2020/05/08 16:20:13:186',1,61.096081,87.242462,96.776772,89.275108,75.263794,1,0
808,'2020/05/08 16:20:13:201',1,60.996357,87.242607,97.015862,89.416069,75.272018,1,0
809,'2020/05/08 16:20:13:218',1,60.934628,87.242676,97.058578,89.465118,75.300842,1,0
810,'2020/05/08 16:20:13:233',1,60.78133,87.242821,97.34584,89.545517,75.359337,1,0
811,'2020/05/08 16:20:13:253',1,60.63821,87.242966,97.388672,89.523956,75.451248,1,0
812,'2020/05/08 16:20:13:265',1,60.499264,87.243126,97.403419,89.583931,75.46965,1,0
